date,region,service_type,demand_units,capacity_allocated,cost_usd,availability,is_weekend,market_demand_index,gdp_growth,customer_growth_rate,pricing_event,service_incident,industry_mix_index,predicted_demand
2023-03-25,eastus,Compute,593.0,701.0,49.56,99.9,1,99.84,4.28,4.47,0,0,87.73,1226.1384
2023-03-25,eastus,Storage,356.0,470.0,7.59,99.94,1,110.75,4.44,3.3,1,0,95.87,1080.01
2023-03-25,westeurope,Compute,1712.0,2314.0,142.62,99.93,1,116.79,3.61,0.86,0,0,54.73,1851.0675
2023-03-25,westeurope,Storage,,2667.0,48.74,99.91,1,126.45,1.6,1.07,0,0,68.01,469.93024
2023-03-25,southeastasia,Compute,1668.0,1989.0,136.38,99.9,1,99.33,3.34,5.83,1,0,71.66,362.21317
2023-03-25,southeastasia,Storage,398.0,538.0,8.84,99.9,1,87.57,1.32,1.12,0,0,70.24,1658.1969
2023-03-25,centralus,Compute,2046.0,2683.0,171.7,99.88,1,110.79,3.9,3.67,0,1,99.92,1064.6545
2023-03-25,centralus,Storage,1067.0,1427.0,24.15,99.86,1,89.57,4.45,1.15,0,0,53.18,409.17072
2023-03-25,uksouth,Compute,1616.0,1969.0,139.63,99.97,1,113.64,4.07,0.62,0,0,64.3,1646.5328
2023-03-25,uksouth,Storage,,892.0,14.43,99.86,1,106.22,1.38,4.33,0,0,63.77,841.9535
2023-03-26,eastus,Compute,1900.0,2211.0,155.48,99.92,1,133.34,3.98,5.39,0,0,86.5,1157.8036
2023-03-26,eastus,Storage,298.0,366.0,6.51,99.9,1,93.26,1.57,5.23,0,0,74.35,416.8417
2023-03-26,westeurope,Compute,1097.0,1386.0,95.84,99.93,1,98.98,2.54,5.75,0,0,77.27,1288.734
2023-03-26,westeurope,Storage,925.0,1204.0,19.87,99.96,1,119.91,3.14,4.34,0,0,70.8,790.13885
2023-03-26,southeastasia,Compute,805.0,1058.0,68.35,99.94,1,125.26,3.9,5.17,0,0,91.81,653.01404
2023-03-26,southeastasia,Storage,152.0,211.0,3.25,99.92,1,134.57,4.27,2.44,0,0,57.77,367.75583
2023-03-26,centralus,Compute,670.0,818.0,57.4,99.99,1,93.72,1.53,4.88,1,0,66.79,1844.1176
2023-03-26,centralus,Storage,384.0,496.0,8.09,99.92,1,89.37,2.31,4.28,0,0,80.79,660.28687
2023-03-26,uksouth,Compute,1115.0,1365.0,96.1,99.99,1,95.69,3.36,5.49,0,0,83.34,567.25903
2023-03-26,uksouth,Storage,754.0,1019.0,17.02,99.93,1,131.88,3.61,3.48,0,0,63.17,1397.458
2023-03-27,eastus,Compute,2047.0,2817.0,167.74,99.87,0,102.08,2.82,5.59,0,0,61.13,1366.8828
2023-03-27,eastus,Storage,1163.0,,26.58,99.92,0,112.05,1.99,3.82,0,0,65.04,504.20663
2023-03-27,westeurope,Compute,988.0,1280.0,86.2,99.91,0,91.64,2.98,4.61,0,0,84.83,670.2139
2023-03-27,westeurope,Storage,640.0,878.0,13.6,99.9,0,106.42,2.77,2.49,0,0,67.97,1311.8984
2023-03-27,southeastasia,Compute,5340.0,6185.0,473.27,99.88,0,119.88,3.77,5.05,0,0,54.18,1227.1587
2023-03-27,southeastasia,Storage,1062.0,1399.0,23.13,100.8,0,119.08,1.85,1.77,0,0,84.86,904.81366
2023-03-27,centralus,Compute,1777.0,2218.0,148.9,99.87,0,131.92,3.84,1.72,0,0,76.86,1118.1444
2023-03-27,centralus,Storage,352.0,473.0,7.36,99.97,0,120.29,1.6,2.23,0,0,50.18,634.1745
2023-03-27,uksouth,Compute,1941.0,,163.59,99.9,0,94.72,1.36,4.6,0,0,64.84,824.53906
2023-03-27,uksouth,Storage,315.0,427.0,7.02,99.95,0,93.72,2.43,3.44,0,0,59.63,1601.278
2023-03-28,eastus,Compute,752.0,878.0,60.78,100.8,0,88.57,2.39,2.92,0,0,73.2,894.3455
2023-03-28,eastus,Storage,768.0,975.0,17.7,99.94,0,116.67,1.67,5.93,0,0,95.53,306.53665
2023-03-28,westeurope,Compute,1960.0,2414.0,165.21,99.91,0,118.84,1.2,5.78,0,0,95.28,524.57513
2023-03-28,westeurope,Storage,1167.0,1347.0,26.68,100.8,0,106.79,3.71,5.63,0,0,74.13,1756.4792
2023-03-28,southeastasia,Compute,1966.0,,164.47,100.8,0,121.29,4.13,1.51,0,0,56.06,807.9011
2023-03-28,southeastasia,Storage,862.0,1051.0,19.62,99.93,0,127.94,3.07,4.74,0,0,50.97,1378.0452
2023-03-28,centralus,Compute,1955.0,2528.0,163.1,99.92,0,87.02,2.61,1.99,0,0,59.61,1265.8901
2023-03-28,centralus,Storage,,512.0,8.48,99.95,0,97.71,3.57,1.56,0,0,63.93,1613.7747
2023-03-28,uksouth,Compute,726.0,1014.0,59.68,99.89,0,117.44,3.51,4.38,0,0,57.41,965.96576
2023-03-28,uksouth,Storage,883.0,1141.0,18.83,99.9,0,87.9,4.34,2.25,0,0,61.41,1092.6469
2023-03-29,eastus,Compute,568.0,685.0,46.73,99.98,0,108.4,3.35,5.3,0,0,89.44,682.6643
2023-03-29,eastus,Storage,923.0,1215.0,20.65,99.86,0,85.18,1.49,5.76,0,0,80.74,1301.804
2023-03-29,westeurope,Compute,2029.0,2476.0,172.64,99.93,0,88.84,3.42,2.81,0,0,86.0,981.00256
2023-03-29,westeurope,Storage,574.0,773.0,12.35,99.9,0,110.48,3.12,2.11,0,0,63.71,1478.9504
2023-03-29,southeastasia,Compute,1838.0,2322.0,150.85,99.87,0,109.28,3.95,4.63,0,0,60.27,452.18066
2023-03-29,southeastasia,Storage,724.0,944.0,15.25,99.92,0,104.37,2.96,2.26,0,0,68.81,493.02267
2023-03-29,centralus,Compute,,3211.0,191.1,99.85,0,121.8,1.98,3.16,0,0,57.08,423.18417
2023-03-29,centralus,Storage,478.0,599.0,10.31,99.97,0,109.65,2.01,5.73,0,0,62.26,1552.3662
2023-03-29,uksouth,Compute,1246.0,1530.0,108.34,99.96,0,96.88,2.91,3.36,0,0,65.84,321.8446
2023-03-29,uksouth,Storage,1118.0,1435.0,23.94,100.8,0,86.72,1.84,2.35,0,0,85.04,307.5929
2023-03-30,eastus,Compute,1654.0,1998.0,138.06,99.96,0,102.89,2.53,2.5,0,0,90.15,800.9254
2023-03-30,eastus,Storage,783.0,1005.0,17.48,99.89,0,108.81,3.62,2.82,0,0,63.01,1296.98
2023-03-30,westeurope,Compute,2572.0,3093.0,213.09,99.93,0,85.2,1.26,1.28,0,0,84.31,868.4742
2023-03-30,westeurope,Storage,,451.0,,99.94,0,131.57,1.97,0.98,0,0,63.78,1208.7278
2023-03-30,southeastasia,Compute,405.0,469.0,35.25,99.93,0,130.37,4.29,1.83,0,0,63.33,992.014
2023-03-30,southeastasia,Storage,325.0,373.0,7.09,99.87,0,120.57,1.93,4.62,0,0,72.27,1222.094
2023-03-30,centralus,Compute,1156.0,1541.0,100.77,99.87,0,113.93,2.48,4.54,0,0,94.93,391.00235
2023-03-30,centralus,Storage,657.0,802.0,14.02,99.86,0,101.89,1.47,3.47,1,0,98.32,431.44067
2023-03-30,uksouth,Compute,1467.0,1880.0,127.13,99.9,0,119.95,4.37,0.64,0,0,53.58,858.64197
2023-03-30,uksouth,Storage,996.0,1237.0,22.95,99.95,0,103.51,2.66,4.28,0,0,57.4,607.3862
2023-03-31,eastus,Compute,1158.0,1539.0,94.35,99.94,0,128.47,3.73,1.15,0,0,77.85,591.31573
2023-03-31,eastus,Storage,277.0,383.0,6.29,99.86,0,107.26,1.44,2.31,0,0,98.79,1144.6581
2023-03-31,westeurope,Compute,630.0,816.0,,99.95,0,105.18,4.33,3.96,0,0,91.94,279.3217
2023-03-31,westeurope,Storage,973.0,1357.0,20.63,99.89,0,109.52,3.87,2.57,0,0,73.82,355.93292
2023-03-31,southeastasia,Compute,3936.0,,335.05,99.9,0,126.46,1.42,1.01,0,0,89.89,1384.6279
2023-03-31,southeastasia,Storage,437.0,,9.56,99.85,0,120.55,1.87,1.0,0,0,87.45,744.59296
2023-03-31,centralus,Compute,1975.0,2645.0,169.29,99.94,0,128.15,4.06,1.62,0,0,57.29,863.52045
2023-03-31,centralus,Storage,858.0,1035.0,17.94,99.97,0,91.7,2.53,2.51,0,0,95.93,599.97656
2023-03-31,uksouth,Compute,778.0,915.0,63.77,99.94,0,130.47,3.93,5.91,0,0,65.25,1178.853
2023-03-31,uksouth,Storage,691.0,,15.06,99.86,0,91.33,1.67,2.02,0,0,97.2,619.26196
2023-04-01,eastus,Compute,747.0,960.0,61.13,99.9,1,86.79,3.71,1.4,0,0,68.33,758.89386
2023-04-01,eastus,Storage,1177.0,1407.0,26.16,99.95,1,102.85,1.74,2.07,0,0,55.39,648.74756
2023-04-01,westeurope,Compute,518.0,678.0,46.18,99.89,1,95.02,2.18,4.97,0,0,85.08,444.6446
2023-04-01,westeurope,Storage,392.0,455.0,8.33,99.89,1,122.55,1.77,1.22,0,0,73.67,318.24655
2023-04-01,southeastasia,Compute,553.0,757.0,47.56,100.8,1,128.93,2.23,3.5,0,0,95.67,842.01825
2023-04-01,southeastasia,Storage,891.0,1154.0,,99.87,1,125.46,3.71,5.82,0,0,73.25,524.45844
2023-04-01,centralus,Compute,1830.0,2316.0,149.47,99.9,1,118.26,3.76,2.96,0,0,96.08,417.01553
2023-04-01,centralus,Storage,849.0,981.0,18.89,99.96,1,86.72,3.7,5.94,0,0,72.68,1177.5574
2023-04-01,uksouth,Compute,3945.0,5313.0,332.7,99.91,1,122.3,3.33,4.78,0,0,65.75,820.4797
2023-04-01,uksouth,Storage,814.0,1056.0,17.91,99.87,1,134.49,2.6,3.28,0,0,61.11,793.538
2023-04-02,eastus,Compute,,1594.0,100.86,99.86,1,103.98,1.92,1.68,0,0,98.0,306.29562
2023-04-02,eastus,Storage,619.0,809.0,13.79,99.87,1,102.62,1.42,4.44,0,0,92.21,2217.2202
2023-04-02,westeurope,Compute,823.0,989.0,70.66,99.91,1,95.12,4.13,2.9,0,0,67.34,755.63995
2023-04-02,westeurope,Storage,308.0,420.0,,99.95,1,112.4,3.0,2.07,0,0,72.04,467.17563
2023-04-02,southeastasia,Compute,1267.0,1759.0,105.31,99.92,1,123.06,4.27,3.83,0,0,51.31,818.428
2023-04-02,southeastasia,Storage,363.0,420.0,,100.8,1,119.74,2.27,4.18,0,0,51.03,1030.6776
2023-04-02,centralus,Compute,1519.0,2103.0,132.55,99.93,1,108.84,1.72,2.59,0,0,79.95,385.77603
2023-04-02,centralus,Storage,399.0,516.0,8.53,99.9,1,93.2,1.22,0.94,0,0,69.99,228.80614
2023-04-02,uksouth,Compute,709.0,,60.54,99.95,1,111.41,1.61,4.99,0,0,95.34,2210.564
2023-04-02,uksouth,Storage,163.0,205.0,3.59,99.86,1,125.3,2.59,2.77,0,0,99.3,535.2814
2023-04-03,eastus,Compute,1064.0,1417.0,88.9,99.93,0,100.83,4.18,1.23,0,0,84.92,409.87726
2023-04-03,eastus,Storage,773.0,892.0,17.16,99.86,0,85.38,2.05,3.54,0,0,83.6,1339.6277
2023-04-03,westeurope,Compute,1369.0,1636.0,111.0,100.8,0,124.31,4.18,1.98,0,0,70.93,1372.1998
2023-04-03,westeurope,Storage,1411.0,1929.0,30.02,99.9,0,129.39,1.25,5.71,0,0,82.65,620.751
2023-04-03,southeastasia,Compute,1307.0,1609.0,107.9,99.9,0,130.67,1.51,0.83,0,0,52.42,871.6637
2023-04-03,southeastasia,Storage,493.0,618.0,,99.88,0,100.72,2.27,5.75,0,0,75.17,799.9037
2023-04-03,centralus,Compute,604.0,800.0,52.34,99.91,0,89.91,2.46,5.96,0,0,87.19,812.9435
2023-04-03,centralus,Storage,214.0,,,99.89,0,112.24,3.35,2.84,0,0,75.6,820.2618
2023-04-03,uksouth,Compute,2121.0,2677.0,178.45,99.96,0,96.6,2.85,5.59,0,1,63.26,535.2365
2023-04-03,uksouth,Storage,458.0,614.0,,99.94,0,117.0,3.2,5.49,1,0,86.11,379.5143
2023-04-04,eastus,Compute,2359.0,3020.0,209.11,99.93,0,127.85,1.46,5.21,0,0,65.99,247.56445
2023-04-04,eastus,Storage,651.0,788.0,13.8,99.85,0,134.38,3.38,4.77,0,1,80.01,253.4019
2023-04-04,westeurope,Compute,1778.0,2096.0,,99.96,0,127.6,3.12,3.89,0,0,52.27,861.18506
2023-04-04,westeurope,Storage,289.0,336.0,6.42,99.91,0,88.92,3.45,3.87,0,0,64.35,642.3079
2023-04-04,southeastasia,Compute,1810.0,2148.0,146.17,99.92,0,104.06,3.22,1.69,0,0,74.15,466.69836
2023-04-04,southeastasia,Storage,952.0,1156.0,21.04,99.89,0,85.05,2.4,3.84,0,0,62.92,826.5976
2023-04-04,centralus,Compute,2230.0,2936.0,,99.93,0,110.43,3.39,5.45,0,0,74.01,1015.0431
2023-04-04,centralus,Storage,,840.0,14.03,99.92,0,88.25,3.1,2.08,0,0,95.89,1093.7228
2023-04-04,uksouth,Compute,1001.0,1317.0,86.5,99.88,0,90.19,3.85,3.41,0,0,88.32,753.34375
2023-04-04,uksouth,Storage,690.0,873.0,14.5,99.95,0,97.75,2.27,1.58,0,0,78.84,530.07404
2023-04-05,eastus,Compute,717.0,847.0,61.1,99.9,0,97.47,1.76,2.64,0,0,91.01,959.0879
2023-04-05,eastus,Storage,426.0,549.0,9.75,99.89,0,92.27,1.47,5.35,0,0,90.15,1113.2574
2023-04-05,westeurope,Compute,810.0,1059.0,,99.91,0,128.96,3.81,3.64,0,0,59.75,859.1145
2023-04-05,westeurope,Storage,865.0,1060.0,19.5,99.87,0,133.02,1.97,3.19,0,0,82.97,1156.4054
2023-04-05,southeastasia,Compute,1076.0,1478.0,95.53,100.8,0,131.19,3.0,3.1,0,0,72.72,430.04254
2023-04-05,southeastasia,Storage,1062.0,1472.0,24.15,99.94,0,134.94,2.0,5.56,0,0,71.72,536.32666
2023-04-05,centralus,Compute,1407.0,1623.0,116.05,100.8,0,112.61,1.48,2.74,0,0,85.03,1030.4635
2023-04-05,centralus,Storage,1061.0,1438.0,,99.89,0,133.14,4.12,2.03,0,0,70.73,751.75714
2023-04-05,uksouth,Compute,1971.0,2478.0,,99.91,0,92.38,2.52,2.27,0,0,86.43,775.03015
2023-04-05,uksouth,Storage,,1054.0,20.62,99.88,0,128.24,3.67,5.11,0,0,80.52,841.9782
2023-04-06,eastus,Compute,1053.0,1233.0,92.39,99.88,0,120.34,2.94,4.3,0,0,51.64,427.36353
2023-04-06,eastus,Storage,1280.0,1678.0,28.21,99.88,0,98.53,2.8,2.67,0,0,75.2,467.81204
2023-04-06,westeurope,Compute,2357.0,2954.0,206.98,99.96,0,128.36,3.36,5.36,0,0,54.44,812.2611
2023-04-06,westeurope,Storage,,874.0,15.78,99.85,0,112.85,1.87,3.65,0,0,53.37,971.81586
2023-04-06,southeastasia,Compute,4560.0,6300.0,385.19,99.97,0,108.81,2.52,3.42,0,0,65.09,721.18915
2023-04-06,southeastasia,Storage,760.0,1023.0,17.35,99.98,0,124.26,3.26,3.24,0,0,58.06,557.332
2023-04-06,centralus,Compute,780.0,954.0,63.29,99.97,0,105.54,3.76,2.82,0,0,94.31,479.60284
2023-04-06,centralus,Storage,1323.0,1750.0,29.04,99.95,0,93.25,1.99,1.83,0,0,90.59,219.06444
2023-04-06,uksouth,Compute,845.0,1127.0,69.35,99.91,0,113.94,4.07,3.97,0,0,75.44,897.6202
2023-04-06,uksouth,Storage,1362.0,1666.0,29.77,99.89,0,96.06,2.36,3.81,0,0,97.37,931.8216
2023-04-07,eastus,Compute,1507.0,2058.0,123.15,99.91,0,87.07,4.15,1.31,0,0,72.09,430.5936
2023-04-07,eastus,Storage,325.0,374.0,6.86,100.8,0,99.68,3.7,3.31,0,0,79.36,394.42624
2023-04-07,westeurope,Compute,443.0,572.0,37.59,99.97,0,88.57,3.36,1.12,0,0,75.18,596.15155
2023-04-07,westeurope,Storage,397.0,,8.62,99.97,0,130.53,2.23,1.83,0,0,57.7,1113.1594
2023-04-07,southeastasia,Compute,563.0,706.0,47.8,99.89,0,109.58,2.44,5.5,0,0,84.34,513.38855
2023-04-07,southeastasia,Storage,765.0,1032.0,16.23,99.9,0,127.69,2.85,5.12,0,0,91.18,636.5936
2023-04-07,centralus,Compute,1793.0,2460.0,148.9,99.87,0,91.54,2.83,4.53,0,0,86.46,233.0182
2023-04-07,centralus,Storage,1198.0,1580.0,25.69,99.88,0,105.41,2.41,0.75,0,0,73.34,574.4778
2023-04-07,uksouth,Compute,1278.0,1507.0,103.34,99.91,0,101.99,3.5,5.87,0,0,66.87,563.9622
2023-04-07,uksouth,Storage,282.0,374.0,5.92,99.87,0,95.76,3.17,5.42,0,0,58.64,748.146
2023-04-08,eastus,Compute,1278.0,1539.0,111.96,99.94,1,95.99,2.94,3.88,0,0,76.56,844.0498
2023-04-08,eastus,Storage,,1473.0,28.58,99.91,1,94.05,1.6,1.71,0,0,67.48,880.66376
2023-04-08,westeurope,Compute,1474.0,2019.0,128.01,99.93,1,131.88,4.21,0.79,0,0,96.09,1190.749
2023-04-08,westeurope,Storage,2955.0,3888.0,64.63,99.87,1,133.61,2.36,2.17,0,0,63.64,1007.33356
2023-04-08,southeastasia,Compute,541.0,704.0,43.86,99.87,1,86.1,2.96,3.2,0,0,81.29,320.21237
2023-04-08,southeastasia,Storage,2394.0,2948.0,54.63,99.93,1,98.61,2.99,1.97,0,0,81.44,533.1141
2023-04-08,centralus,Compute,928.0,1115.0,80.29,99.87,1,104.63,1.42,5.01,0,0,97.12,1145.7922
2023-04-08,centralus,Storage,556.0,723.0,12.12,100.8,1,100.44,1.36,4.39,0,0,66.48,1100.8928
2023-04-08,uksouth,Compute,537.0,626.0,45.37,99.91,1,133.01,2.74,1.38,0,0,57.39,841.42706
2023-04-08,uksouth,Storage,480.0,618.0,10.31,99.96,1,105.26,2.8,0.65,0,0,63.81,462.98257
2023-04-09,eastus,Compute,3236.0,4222.0,271.22,99.93,1,106.61,1.69,4.79,0,0,94.59,1003.9481
2023-04-09,eastus,Storage,1184.0,1418.0,25.4,99.96,1,113.37,2.24,4.71,0,0,74.43,222.55115
2023-04-09,westeurope,Compute,895.0,1065.0,72.54,99.95,1,134.71,2.34,3.63,0,0,91.48,1026.6166
2023-04-09,westeurope,Storage,337.0,415.0,7.5,99.97,1,87.27,3.2,3.6,0,0,77.74,903.27673
2023-04-09,southeastasia,Compute,1585.0,1998.0,141.43,99.95,1,119.21,2.25,1.02,0,0,99.64,1433.8792
2023-04-09,southeastasia,Storage,736.0,849.0,15.54,100.8,1,132.69,1.71,2.0,0,0,63.11,545.01965
2023-04-09,centralus,Compute,1954.0,2396.0,168.68,99.92,1,122.17,1.92,5.13,0,0,79.56,807.6165
2023-04-09,centralus,Storage,442.0,541.0,9.98,99.87,1,95.25,2.03,2.89,1,0,80.01,525.795
2023-04-09,uksouth,Compute,765.0,1012.0,,99.9,1,131.05,2.89,3.95,0,0,67.05,761.5758
2023-04-09,uksouth,Storage,248.0,304.0,5.55,99.93,1,117.36,4.1,1.38,0,0,75.01,1103.7158
2023-04-10,eastus,Compute,1723.0,2316.0,144.47,99.93,0,106.33,1.52,4.93,0,0,85.13,755.1169
2023-04-10,eastus,Storage,1208.0,,26.75,99.87,0,104.35,1.53,3.23,0,0,52.49,1142.6409
2023-04-10,westeurope,Compute,1429.0,,124.68,99.89,0,112.86,3.21,1.64,0,0,50.26,412.96692
2023-04-10,westeurope,Storage,4140.0,5499.0,93.75,99.86,0,98.62,3.74,3.14,0,0,63.5,506.65158
2023-04-10,southeastasia,Compute,556.0,711.0,46.98,99.92,0,90.43,1.25,2.37,0,0,96.85,721.1195
2023-04-10,southeastasia,Storage,426.0,567.0,9.48,99.96,0,112.12,3.28,5.8,0,0,69.68,608.62244
2023-04-10,centralus,Compute,1834.0,2281.0,161.97,99.96,0,120.06,2.28,1.27,0,0,79.65,1139.1255
2023-04-10,centralus,Storage,275.0,321.0,,99.97,0,100.59,4.36,2.15,0,0,65.45,1183.0149
2023-04-10,uksouth,Compute,1744.0,2286.0,150.69,99.87,0,114.92,1.53,4.6,0,0,94.17,1088.7817
2023-04-10,uksouth,Storage,671.0,926.0,14.18,99.98,0,129.54,3.29,3.41,0,0,80.32,1009.7428
2023-04-11,eastus,Compute,,1887.0,119.29,99.99,0,89.59,3.58,3.21,0,0,69.76,422.61145
2023-04-11,eastus,Storage,,333.0,5.65,99.91,0,103.84,3.16,4.29,0,0,88.24,1017.5061
2023-04-11,westeurope,Compute,2589.0,3432.0,209.64,99.95,0,131.95,1.79,3.37,0,0,87.58,299.32114
2023-04-11,westeurope,Storage,1385.0,1694.0,29.66,99.92,0,92.39,2.77,4.31,1,0,98.11,1111.3022
2023-04-11,southeastasia,Compute,1106.0,1302.0,89.47,99.99,0,88.68,2.72,5.33,0,0,80.54,951.9908
2023-04-11,southeastasia,Storage,181.0,239.0,3.88,99.86,0,97.88,1.95,1.01,0,0,96.25,1040.8928
2023-04-11,centralus,Compute,764.0,1042.0,63.3,99.87,0,121.12,4.25,0.69,1,0,84.24,304.19928
2023-04-11,centralus,Storage,1315.0,1819.0,29.48,99.97,0,94.75,1.46,2.33,0,0,92.02,638.24677
2023-04-11,uksouth,Compute,1369.0,1596.0,110.99,99.88,0,99.32,2.54,0.92,0,0,67.33,504.54453
2023-04-11,uksouth,Storage,1080.0,1450.0,24.62,99.9,0,88.3,2.56,4.09,0,0,91.28,1083.4469
2023-04-12,eastus,Compute,1608.0,1876.0,134.97,99.98,0,95.86,3.88,0.51,1,0,88.43,1279.9814
2023-04-12,eastus,Storage,833.0,1000.0,19.08,99.97,0,118.23,4.05,5.33,0,0,97.5,253.34447
2023-04-12,westeurope,Compute,1325.0,1649.0,116.25,99.98,0,97.15,3.28,4.22,0,0,73.4,361.01678
2023-04-12,westeurope,Storage,1366.0,1743.0,30.18,99.94,0,103.69,3.38,3.33,1,0,97.02,1022.7347
2023-04-12,southeastasia,Compute,1147.0,1352.0,95.7,99.94,0,124.63,4.42,4.69,0,0,96.38,1122.2457
2023-04-12,southeastasia,Storage,703.0,822.0,15.29,99.97,0,121.95,4.29,0.72,0,0,90.75,1040.7316
2023-04-12,centralus,Compute,5406.0,6433.0,445.55,99.93,0,116.35,2.33,2.56,0,0,57.48,1020.58685
2023-04-12,centralus,Storage,587.0,795.0,12.98,99.97,0,91.3,4.38,5.57,0,0,72.71,969.01544
2023-04-12,uksouth,Compute,1990.0,2658.0,174.74,99.9,0,131.94,1.99,0.94,0,0,67.57,266.83243
2023-04-12,uksouth,Storage,563.0,764.0,12.13,99.97,0,117.49,3.64,2.22,0,0,78.76,875.2016
2023-04-13,eastus,Compute,2441.0,3233.0,211.81,99.94,0,97.55,2.67,4.71,0,0,99.34,1354.6688
2023-04-13,eastus,Storage,667.0,843.0,14.69,99.91,0,106.52,2.81,2.26,0,0,89.75,1071.5515
2023-04-13,westeurope,Compute,2594.0,3292.0,218.29,99.89,0,92.36,3.91,2.97,0,0,78.77,360.63257
2023-04-13,westeurope,Storage,1398.0,1677.0,30.04,99.88,0,117.42,3.88,2.52,0,0,77.33,1013.90765
2023-04-13,southeastasia,Compute,840.0,1175.0,71.14,99.85,0,88.81,1.47,0.81,0,0,55.56,1307.1195
2023-04-13,southeastasia,Storage,871.0,1047.0,20.1,99.87,0,131.1,1.2,2.91,1,0,56.29,1170.3538
2023-04-13,centralus,Compute,2181.0,2932.0,189.96,99.85,0,104.42,2.26,5.85,0,0,72.11,1138.3579
2023-04-13,centralus,Storage,,344.0,5.73,99.98,0,102.89,3.58,5.1,0,0,69.67,816.02625
2023-04-13,uksouth,Compute,1367.0,1724.0,120.82,99.87,0,98.59,1.43,3.31,0,0,51.99,345.77917
2023-04-13,uksouth,Storage,858.0,1163.0,19.04,99.98,0,95.89,3.17,4.1,0,0,73.4,502.06366
2023-04-14,eastus,Compute,1410.0,1877.0,121.19,99.86,0,131.53,1.68,2.98,0,0,94.12,428.92218
2023-04-14,eastus,Storage,586.0,,12.99,99.88,0,120.92,3.44,2.82,1,0,76.64,358.75668
2023-04-14,westeurope,Compute,1943.0,2492.0,159.48,99.94,0,114.74,2.16,1.86,0,0,89.9,1353.405
2023-04-14,westeurope,Storage,623.0,799.0,,99.99,0,115.0,3.4,1.68,0,0,93.24,1340.5938
2023-04-14,southeastasia,Compute,1138.0,1462.0,98.79,99.88,0,123.89,3.14,1.81,0,0,87.95,760.42865
2023-04-14,southeastasia,Storage,,789.0,,99.97,0,128.74,2.97,0.86,0,0,56.73,243.78004
2023-04-14,centralus,Compute,2179.0,2849.0,182.87,100.8,0,134.0,2.63,4.23,0,0,87.4,355.90604
2023-04-14,centralus,Storage,527.0,686.0,11.38,99.9,0,121.58,3.02,4.18,0,0,66.02,818.6415
2023-04-14,uksouth,Compute,1094.0,1419.0,93.0,99.97,0,88.98,4.43,3.04,0,0,81.44,816.30206
2023-04-14,uksouth,Storage,872.0,1100.0,19.53,99.95,0,86.38,3.74,3.21,0,0,71.04,653.34155
2023-04-15,eastus,Compute,2160.0,2990.0,176.83,99.85,1,111.09,3.72,4.07,0,0,84.7,1026.8153
2023-04-15,eastus,Storage,1311.0,1616.0,28.01,99.96,1,89.32,4.13,1.46,0,0,69.92,1100.7781
2023-04-15,westeurope,Compute,1558.0,1823.0,,99.86,1,94.1,3.13,0.94,0,0,99.73,1706.412
2023-04-15,westeurope,Storage,569.0,791.0,12.02,99.96,1,106.99,1.84,4.83,1,0,80.24,383.4317
2023-04-15,southeastasia,Compute,1636.0,2222.0,142.64,99.87,1,117.43,1.69,5.28,0,0,70.03,564.501
2023-04-15,southeastasia,Storage,500.0,,11.18,99.88,1,92.7,1.71,5.35,0,0,95.13,281.77463
2023-04-15,centralus,Compute,983.0,1233.0,82.81,99.89,1,113.03,4.11,1.39,0,0,52.81,233.88908
2023-04-15,centralus,Storage,245.0,303.0,5.34,99.9,1,127.06,4.32,3.51,0,0,85.66,435.25336
2023-04-15,uksouth,Compute,565.0,718.0,,99.86,1,88.53,3.13,4.67,0,0,60.55,1107.9506
2023-04-15,uksouth,Storage,534.0,662.0,11.43,99.93,1,104.54,1.25,0.62,0,0,67.71,1565.783
2023-04-16,eastus,Compute,1248.0,1663.0,,99.98,1,128.59,3.99,5.35,0,0,71.2,1328.557
2023-04-16,eastus,Storage,275.0,361.0,6.18,100.8,1,133.11,2.6,1.82,0,0,78.61,433.16818
2023-04-16,westeurope,Compute,1845.0,2505.0,163.66,99.9,1,102.65,2.69,1.9,0,0,72.47,1432.8956
2023-04-16,westeurope,Storage,431.0,,9.34,99.89,1,96.72,4.21,2.12,0,0,51.1,373.5207
2023-04-16,southeastasia,Compute,740.0,955.0,65.13,99.89,1,128.59,2.71,2.88,0,0,62.55,1222.7477
2023-04-16,southeastasia,Storage,405.0,562.0,8.91,99.99,1,115.4,1.59,0.83,0,0,87.36,593.0274
2023-04-16,centralus,Compute,439.0,600.0,39.04,99.88,1,127.02,2.6,4.84,0,0,85.63,1408.2622
2023-04-16,centralus,Storage,1013.0,1270.0,21.35,99.88,1,128.13,2.26,5.21,0,0,93.91,808.0189
2023-04-16,uksouth,Compute,920.0,,75.48,99.91,1,102.32,3.55,4.48,0,0,83.84,824.1176
2023-04-16,uksouth,Storage,324.0,437.0,,99.93,1,103.82,3.38,5.97,0,0,53.62,1566.4147
2023-04-17,eastus,Compute,2000.0,2575.0,174.33,99.94,0,132.75,1.46,4.74,0,0,84.93,1609.9962
2023-04-17,eastus,Storage,1412.0,1793.0,30.24,99.98,0,96.92,3.62,4.82,0,0,78.62,1174.4668
2023-04-17,westeurope,Compute,1643.0,2097.0,139.92,99.88,0,87.27,1.94,1.77,0,0,67.01,938.8685
2023-04-17,westeurope,Storage,1240.0,1699.0,,99.92,0,131.59,2.65,3.25,0,0,61.05,701.91437
